CP,Nombre,Especialidad,Qos,Dia_Cita,Hora_Cita,Dirección
28006,Carlos López,medico_cabecera,4,2025-04-01,10:00:00,"Hospital de Urgencias, Calle de la Salud nº 45 (Madrid, Madrid), Planta 1, Consulta 2"
28005,Ana Martínez,neumologo,4,2025-04-07,08:30:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28006,Juan Martínez,pediatra,5,2025-04-05,16:30:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28005,Carlos García,cardiologo,5,2025-04-07,16:30:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28004,Carlos López,medico_cabecera,4,2025-04-05,10:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28003,Carlos García,cardiologo,5,2025-04-02,12:00:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28006,Laura Pérez,medico_cabecera,5,2025-04-01,08:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28006,Laura López,medico_cabecera,5,2025-04-01,16:30:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28003,Ana García,neumologo,4,2025-03-30,16:30:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28004,Ana García,pediatra,4,2025-04-01,10:00:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28003,Ana Martínez,medico_cabecera,4,2025-03-30,10:00:00,"Hospital de Urgencias, Calle de la Salud nº 45 (Madrid, Madrid), Planta 1, Consulta 2"
28003,Juan Pérez,neumologo,4,2025-03-30,16:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28005,Carlos García,medico_cabecera,5,2025-04-02,15:00:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28006,Juan López,neumologo,4,2025-04-08,16:30:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28003,Juan López,pediatra,4,2025-04-07,10:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28003,Laura García,cardiologo,4,2025-04-04,16:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28006,Carlos Martínez,medico_cabecera,5,2025-04-02,08:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28005,Laura García,pediatra,5,2025-04-07,08:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28005,Laura García,neumologo,5,2025-04-07,08:30:00,"Hospital de Urgencias, Calle de la Salud nº 45 (Madrid, Madrid), Planta 1, Consulta 2"
28004,Juan Pérez,medico_cabecera,4,2025-04-03,16:30:00,"Hospital de Urgencias, Calle de la Salud nº 45 (Madrid, Madrid), Planta 1, Consulta 2"
28006,Laura García,pediatra,4,2025-04-06,15:00:00,"Hospital de Urgencias, Calle de la Salud nº 45 (Madrid, Madrid), Planta 1, Consulta 2"
28005,Juan García,cardiologo,4,2025-03-31,12:00:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28003,Laura López,pediatra,5,2025-04-01,16:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28004,Laura Pérez,pediatra,4,2025-04-01,15:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28004,Juan García,neumologo,4,2025-03-30,16:30:00,"Hospital de Urgencias, Calle de la Salud nº 45 (Madrid, Madrid), Planta 1, Consulta 2"
28006,Laura Martínez,neumologo,4,2025-03-31,16:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28003,Laura Pérez,neumologo,5,2025-04-05,08:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28003,Laura García,cardiologo,4,2025-04-04,12:00:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28003,Juan García,neumologo,5,2025-03-31,08:30:00,"Hospital de Urgencias, Calle de la Salud nº 45 (Madrid, Madrid), Planta 1, Consulta 2"
28005,Juan López,pediatra,5,2025-04-06,15:00:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28005,Carlos Martínez,pediatra,5,2025-03-30,15:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28005,Carlos López,medico_cabecera,5,2025-03-30,15:00:00,"Hospital de Urgencias, Calle de la Salud nº 45 (Madrid, Madrid), Planta 1, Consulta 2"
28006,Laura López,cardiologo,4,2025-03-30,16:30:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28006,Carlos García,medico_cabecera,5,2025-03-30,12:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28006,Juan Martínez,pediatra,4,2025-04-01,10:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28004,Carlos Pérez,pediatra,4,2025-04-01,15:00:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28003,Juan García,cardiologo,4,2025-03-31,12:00:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28006,Ana Pérez,cardiologo,4,2025-04-08,08:30:00,"Hospital de Urgencias, Calle de la Salud nº 45 (Madrid, Madrid), Planta 1, Consulta 2"
28003,Carlos Pérez,neumologo,4,2025-04-02,12:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28006,Juan García,cardiologo,5,2025-04-04,12:00:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28003,Ana López,pediatra,5,2025-04-08,12:00:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28004,Carlos Martínez,cardiologo,4,2025-04-08,16:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28006,Juan Martínez,neumologo,4,2025-04-04,12:00:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28004,Laura Pérez,cardiologo,4,2025-03-30,08:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28006,Carlos López,pediatra,5,2025-04-08,10:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28003,Juan García,neumologo,5,2025-04-03,15:00:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28006,Ana Pérez,cardiologo,4,2025-04-01,08:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28005,Carlos López,neumologo,5,2025-04-08,10:00:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28006,Ana García,cardiologo,5,2025-04-02,08:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28003,Juan Pérez,medico_cabecera,5,2025-03-30,08:30:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28004,Laura Pérez,medico_cabecera,5,2025-04-06,10:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28004,Laura Martínez,cardiologo,5,2025-04-06,16:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28004,Juan Martínez,neumologo,4,2025-04-06,10:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28004,Carlos Martínez,neumologo,5,2025-04-02,16:30:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28003,Juan Martínez,neumologo,4,2025-04-02,08:30:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28004,Ana Pérez,cardiologo,4,2025-04-03,15:00:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28005,Juan Pérez,cardiologo,4,2025-04-02,08:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28003,Carlos Pérez,medico_cabecera,4,2025-03-31,16:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28003,Carlos García,medico_cabecera,5,2025-04-01,12:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28006,Ana García,neumologo,4,2025-03-30,16:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28004,Carlos López,pediatra,4,2025-04-02,10:00:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28003,Juan López,pediatra,4,2025-03-31,16:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28005,Laura Pérez,cardiologo,4,2025-04-05,12:00:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28006,Carlos Pérez,medico_cabecera,4,2025-03-31,10:00:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28005,Juan López,pediatra,4,2025-04-03,08:30:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28005,Juan Pérez,cardiologo,5,2025-04-05,12:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28006,Ana García,neumologo,5,2025-04-05,12:00:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28006,Carlos Pérez,cardiologo,4,2025-04-04,16:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28003,Juan López,neumologo,5,2025-04-07,16:30:00,"Hospital de Urgencias, Calle de la Salud nº 45 (Madrid, Madrid), Planta 1, Consulta 2"
28003,Juan Martínez,medico_cabecera,5,2025-04-08,12:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28003,Ana Martínez,medico_cabecera,5,2025-04-08,12:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28003,Laura García,neumologo,5,2025-04-02,15:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28004,Laura López,pediatra,5,2025-04-03,10:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28005,Juan Pérez,neumologo,4,2025-04-05,10:00:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28004,Ana Pérez,cardiologo,5,2025-04-08,15:00:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28003,Carlos Pérez,pediatra,4,2025-03-30,15:00:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28006,Juan Martínez,medico_cabecera,5,2025-04-03,16:30:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28005,Laura López,medico_cabecera,5,2025-03-30,10:00:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28003,Laura López,neumologo,5,2025-03-30,15:00:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28003,Carlos Martínez,neumologo,4,2025-04-03,12:00:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28004,Carlos García,cardiologo,4,2025-04-04,10:00:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28004,Laura Pérez,medico_cabecera,5,2025-04-01,16:30:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28005,Juan López,neumologo,4,2025-04-04,10:00:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28004,Juan Martínez,neumologo,5,2025-03-31,12:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28003,Carlos Martínez,pediatra,4,2025-04-01,16:30:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28005,Ana García,cardiologo,5,2025-04-01,12:00:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28003,Laura García,medico_cabecera,5,2025-04-05,10:00:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28005,Ana García,neumologo,5,2025-04-07,16:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28006,Laura García,medico_cabecera,5,2025-04-03,10:00:00,"Hospital de Urgencias, Calle de la Salud nº 45 (Madrid, Madrid), Planta 1, Consulta 2"
28006,Ana López,neumologo,4,2025-04-02,15:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28005,Carlos López,medico_cabecera,5,2025-04-03,10:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28006,Laura Martínez,neumologo,5,2025-04-07,16:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28005,Juan García,medico_cabecera,5,2025-04-08,15:00:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28005,Carlos López,neumologo,4,2025-04-06,08:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28003,Ana Martínez,pediatra,5,2025-03-31,15:00:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28003,Juan Martínez,neumologo,5,2025-03-31,15:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28003,Ana García,pediatra,5,2025-04-07,10:00:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28006,Juan Martínez,cardiologo,5,2025-04-05,12:00:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28004,Carlos Pérez,medico_cabecera,4,2025-04-03,08:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28006,Laura López,cardiologo,5,2025-04-04,16:30:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28005,Ana García,cardiologo,5,2025-04-07,08:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28004,Juan Martínez,medico_cabecera,4,2025-04-02,16:30:00,"Hospital de Urgencias, Calle de la Salud nº 45 (Madrid, Madrid), Planta 1, Consulta 2"
28005,Juan Martínez,neumologo,5,2025-04-02,16:30:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28006,Ana García,neumologo,5,2025-04-08,10:00:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28004,Juan López,pediatra,4,2025-03-31,10:00:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28003,Juan Martínez,medico_cabecera,5,2025-04-08,15:00:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28003,Ana Pérez,pediatra,5,2025-04-07,16:30:00,"Hospital de Urgencias, Calle de la Salud nº 45 (Madrid, Madrid), Planta 1, Consulta 2"
28004,Carlos Martínez,neumologo,4,2025-03-31,08:30:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28003,Laura López,pediatra,5,2025-04-08,16:30:00,"Centro Milagroso, Calle de las Flores nº 20 (Madrid, Madrid), Planta 4, Consulta 8"
28006,Laura Martínez,pediatra,5,2025-04-08,16:30:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28004,Ana Martínez,medico_cabecera,5,2025-04-07,16:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28004,Laura García,neumologo,4,2025-04-02,12:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28004,Juan Martínez,pediatra,4,2025-04-01,08:30:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28003,Ana Martínez,cardiologo,4,2025-04-01,12:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28006,Juan Pérez,neumologo,4,2025-03-31,08:30:00,"Hospital de Urgencias, Calle de la Salud nº 45 (Madrid, Madrid), Planta 1, Consulta 2"
28004,Ana López,neumologo,5,2025-04-08,12:00:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28004,Carlos López,cardiologo,5,2025-03-31,10:00:00,"Hospital de Urgencias, Calle de la Salud nº 45 (Madrid, Madrid), Planta 1, Consulta 2"
28005,Juan García,cardiologo,4,2025-04-05,12:00:00,"Hospital de Urgencias, Calle de la Salud nº 45 (Madrid, Madrid), Planta 1, Consulta 2"
28005,Juan García,medico_cabecera,5,2025-04-02,16:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 2, Consulta 13"
28004,Juan Pérez,pediatra,4,2025-04-02,16:30:00,"Hospital de Urgencias, Calle de la Salud nº 45 (Madrid, Madrid), Planta 1, Consulta 2"
28005,Ana López,cardiologo,5,2025-04-02,15:00:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
28004,Ana López,medico_cabecera,5,2025-04-03,08:30:00,"Hospital Universitario ficticio, Avenida de la constitución nº 15 (Madrid, Madrid), Planta 3, Consulta 5"
28005,Carlos García,cardiologo,4,2025-04-05,16:30:00,"Hospital de Urgencias, Calle de la Salud nº 45 (Madrid, Madrid), Planta 1, Consulta 2"
28004,Laura García,medico_cabecera,5,2025-04-08,12:00:00,"Hospital de Urgencias, Calle de la Salud nº 45 (Madrid, Madrid), Planta 1, Consulta 2"
28003,Carlos Pérez,cardiologo,4,2025-04-03,15:00:00,"Clínica El Salvador, Avenida del Corazón nº 10 (Madrid, Madrid), Planta 3, Consulta 4"
